,HHO_DE_Chaos/0.1,HHO_DE_Chaos/0.2,HHO_DE_Chaos/0.3,HHO_DE_Chaos/0.4,HHO_DE_Chaos/0.5,HHO_DE_Chaos/0.6,HHO_DE_Chaos/0.7,HHO_DE_Chaos/0.8,HHO_DE_Chaos/0.9,HHO_DE_Chaos/1
0,2149387.4164285483,2829187.8274371442,2833214.1159308907,2350307.4447418097,2277574.520960098,2170122.4695201274,2513938.105153487,2453395.9463773677,1832221.82600101,1347973.6355409988
